Concatenar;FipeID;VehicleModelYear;BrandName;VehicleName;Abreviação de descrição;Model id;ADAS;Opcional Parabrisa;ADAS no Parabrisa;Opcional Parachoque;Adas no Parachoque;Tipo de Regulagem;Camera no Retrovisor;Faróis Matrix;Secao;Sub-secao;Argiccode;Descrição;Marca OEM;Marca Reposição;Partnumber;Cod Fuyao
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLE;CLASSE C 180/200/250 SEDAN 15/18 - LANTERNA TRAS ESQ C/ LED (COM 09 BOLHAS NO DESENHO VERMELHO C/ SETA DE LED);Analisar;Analisar;A2059060357;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLE;CLASSE C 180/200/250 SEDAN 15/18 - LANTERNA TRAS ESQ C/ LED (COM 09 BOLHAS NO DESENHO VERMELHO C/ SETA DE LED);Analisar;Analisar;A2059060357;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLE1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS ESQ C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200164;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLE1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS ESQ C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200164;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLE1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS ESQ C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200164;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLE1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS ESQ C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200164;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS DIR LATERAL;538515LTLD1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS DIR C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200264;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS DIR LATERAL;538515LTLD1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS DIR C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200264;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS DIR LATERAL;538515LTLD1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS DIR C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200264;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS DIR LATERAL;538515LTLD1;CLASSE C W205 180 SEDAN 15/18 - LANTERNA TRAS DIR C/ LED ( COM DESENHO DE ESCAMAS NO DESENHO VERMELHO C/ SETA HALOGENA);Analisar;Analisar;A2058200264;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASCA NEGRA FULL LED;Analisar;Analisar;A2058203761/A2059067403;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASCA NEGRA FULL LED;Analisar;Analisar;A2058203761/A2059067403;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASCA NEGRA FULL LED;Analisar;Analisar;A2058203761/A2059067403;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASCA NEGRA FULL LED;Analisar;Analisar;A2058203761/A2059067403;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASCA NEGRA FULL LED;Analisar;Analisar;2059067303/2058203661;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASCA NEGRA FULL LED;Analisar;Analisar;2059067303/2058203661;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASCA NEGRA FULL LED;Analisar;Analisar;2059067303/2058203661;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASCA NEGRA FULL LED;Analisar;Analisar;2059067303/2058203661;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRPLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;A2059067402;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRPLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;A2059067402;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRPLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;A2059067402;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRPLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;A2059067402;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRPLD;MB CLASSE C 15/18 - FAROL PRINC DIR MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;Analisar;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRPLD;MB CLASSE C 15/18 - FAROL PRINC DIR MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;Analisar;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRPLD;MB CLASSE C 15/18 - FAROL PRINC DIR MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;Analisar;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRPLD;MB CLASSE C 15/18 - FAROL PRINC DIR MAC NEGRA PREP P/ FULL LED (SEM REATOR E MODULO);Analisar;Analisar;Analisar;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASC NEGRA;Analisar;Analisar;A2059066502;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASC NEGRA;Analisar;Analisar;A2059066502;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASC NEGRA;Analisar;Analisar;A2059066502;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538515FRLD;MB CLASSE C 15/18 - FAROL PRINC DIR MASC NEGRA;Analisar;Analisar;A2059066502;Acessorios
2130802018;213080;2018;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASC NEGRA;Analisar;Analisar;A2059066402;Acessorios
2130802017;213080;2017;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASC NEGRA;Analisar;Analisar;A2059066402;Acessorios
2130802016;213080;2016;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASC NEGRA;Analisar;Analisar;A2059066402;Acessorios
2130802015;213080;2015;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538515FRLE;MB CLASSE C 15/18 - FAROL PRINC ESQ MASC NEGRA;Analisar;Analisar;A2059066402;Acessorios
2130802019;213080;2019;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS DIR LATERAL;538515LTLLD;CLASSE C SEDAN 19/21 - LANTERNA TRAS DIR FULL/LED (BORDAS ESCURECIDAS);Analisar;Analisar;A2059064603;Acessorios
2130802019;213080;2019;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLLE;CLASSE C SEDAN 19/21 - LANTERNA TRAS ESQ FULL/LED (BORDAS ESCURECIDAS);Analisar;Analisar;A2059064503;Acessorios
2130802019;213080;2019;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538519FPFLLD;MB CLASSE C 19/21 - FAROL PRINC DIR PREPARADO P/FULL LED C/ 08 FOCOS DE LED (SEM MODULO);Analisar;Analisar;2059063206/2059065504;Acessorios
2130802019;213080;2019;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538519FPFLLE;MB CLASSE C 19/21 - FAROL PRINC ESQ PREPARADO P/FULL LED C/ 08 FOCOS DE LED (SEM MODULO);Analisar;Analisar;2059063106/2059065404;Acessorios
2130802019;213080;2019;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538520FPPFLLD;MB CLASSE C 19/21 - FAROL PRINC DIR PREPA/ P/ FULL LED C/ ELIPTICO C/ 02 FOCOS DE LED (SEM REATOR E MODULOS);Analisar;Analisar;2059064206;Acessorios
2130802019;213080;2019;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538520FPPFLLE;MB CLASSE C 19/21 - FAROL PRINC ESQ PREPA/ P/ FULL LED C/ ELIPTICO C/ 02 FOCOS DE LED (SEM REATOR E MODULOS);Analisar;Analisar;2059064106;Acessorios
2130802020;213080;2020;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS DIR LATERAL;538515LTLLD;CLASSE C SEDAN 19/21 - LANTERNA TRAS DIR FULL/LED (BORDAS ESCURECIDAS);Analisar;Analisar;A2059064603;Acessorios
2130802020;213080;2020;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;LANTERNA TRAS ESQ LATERAL;538515LTLLE;CLASSE C SEDAN 19/21 - LANTERNA TRAS ESQ FULL/LED (BORDAS ESCURECIDAS);Analisar;Analisar;A2059064503;Acessorios
2130802020;213080;2020;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538519FPFLLD;MB CLASSE C 19/21 - FAROL PRINC DIR PREPARADO P/FULL LED C/ 08 FOCOS DE LED (SEM MODULO);Analisar;Analisar;2059063206/2059065504;Acessorios
2130802020;213080;2020;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538519FPFLLE;MB CLASSE C 19/21 - FAROL PRINC ESQ PREPARADO P/FULL LED C/ 08 FOCOS DE LED (SEM MODULO);Analisar;Analisar;2059063106/2059065404;Acessorios
2130802020;213080;2020;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL DIREITO;538520FPPFLLD;MB CLASSE C 19/21 - FAROL PRINC DIR PREPA/ P/ FULL LED C/ ELIPTICO C/ 02 FOCOS DE LED (SEM REATOR E MODULOS);Analisar;Analisar;2059064206;Acessorios
2130802020;213080;2020;MERCEDES-BENZ;C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut.;C-180 CGI Avant.;5385;Sim;;Não;;Sim;Estática;Não;Não;Acessórios;FAROL ESQUERDO;538520FPPFLLE;MB CLASSE C 19/21 - FAROL PRINC ESQ PREPA/ P/ FULL LED C/ ELIPTICO C/ 02 FOCOS DE LED (SEM REATOR E MODULOS);Analisar;Analisar;2059064106;Acessorios
2123932012;212393;2012;MERCEDES-BENZ;C-180 CGI Classic 1.8 16V 156cv Aut.;C 180 Classic;5364;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5364AGSMVZ1K;MB CLASSE C SEDAN/SW 11/14 - PARABRISA VERDE C/SUP P/SENSOR UMID C/ENCAPS;Analisar;Analisar;2046707301/2046706601/2046701000/6701300;FW3360
2123932011;212393;2011;MERCEDES-BENZ;C-180 CGI Classic 1.8 16V 156cv Aut.;C 180 Classic;5364;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5364AGSMVZ1K;MB CLASSE C SEDAN/SW 11/14 - PARABRISA VERDE C/SUP P/SENSOR UMID C/ENCAPS;Analisar;Analisar;2046707301/2046706601/2046701000/6701300;FW3360
2124662012;212466;2012;MERCEDES-BENZ;C-180 CGI Coupe 1.8 16V 156cv Aut.;C 180 Coupe;5376;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5370AGAMVW1K;MB CLASSE E CLASSE C COUPE 09/16 - PARABRISA ACUSTICO C/SUP P/SENSOR UMID/FAROL;Analisar;Analisar;2386700101;FW3555
2137722019;213772;2019;MERCEDES-BENZ;C-180 CGI Coupe Avant. 1.6 TB 16V Aut.;0;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2137722018;213772;2018;MERCEDES-BENZ;C-180 CGI Coupe Avant. 1.6 TB 16V Aut.;0;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2137722017;213772;2017;MERCEDES-BENZ;C-180 CGI Coupe Avant. 1.6 TB 16V Aut.;0;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2137722016;213772;2016;MERCEDES-BENZ;C-180 CGI Coupe Avant. 1.6 TB 16V Aut.;0;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2143612020;214361;2020;MERCEDES-BENZ;C-180 CGI Coupe Sport 1.5 TB 16V Aut.;0;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2128142020;212814;2020;MERCEDES-BENZ;C-180 CGI Coupe Sport 1.6 TB 16V Aut.;C 180 Coupe;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2128142019;212814;2019;MERCEDES-BENZ;C-180 CGI Coupe Sport 1.6 TB 16V Aut.;C 180 Coupe;5395;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5395AGSMVZ;MB CLASSE C COUPE 02 PTS 16/ON - PARABRISA VERDE C/SENSOR DE UMIDADE C/MOLD INFERIOR;Analisar;Analisar;2056701100;FW04566
2128142015;212814;2015;MERCEDES-BENZ;C-180 CGI Coupe Sport 1.6 TB 16V Aut.;C 180 Coupe;5376;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5370AGAMVW1K;MB CLASSE E CLASSE C COUPE 09/16 - PARABRISA ACUSTICO C/SUP P/SENSOR UMID/FAROL;Analisar;Analisar;2386700101;FW3555
2128142014;212814;2014;MERCEDES-BENZ;C-180 CGI Coupe Sport 1.6 TB 16V Aut.;C 180 Coupe;5376;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5370AGAMVW1K;MB CLASSE E CLASSE C COUPE 09/16 - PARABRISA ACUSTICO C/SUP P/SENSOR UMID/FAROL;Analisar;Analisar;2386700101;FW3555
2128142013;212814;2013;MERCEDES-BENZ;C-180 CGI Coupe Sport 1.6 TB 16V Aut.;C 180 Coupe;5376;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5370AGAMVW1K;MB CLASSE E CLASSE C COUPE 09/16 - PARABRISA ACUSTICO C/SUP P/SENSOR UMID/FAROL;Analisar;Analisar;2386700101;FW3555
2132092017;213209;2017;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5385AGSMVZ;MB CLASSE C 15/21 - PARABRISA VERDE C/SUP P/SENSOR UMID C/ENCAPS;Analisar;Analisar;2056707400/A2056706101/2056708900;FW4365
2132092016;213209;2016;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5385AGSMVZ;MB CLASSE C 15/21 - PARABRISA VERDE C/SUP P/SENSOR UMID C/ENCAPS;Analisar;Analisar;2056707400/A2056706101/2056708900;FW4365
2132092015;213209;2015;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;PARABRISA;5385AGSMVZ;MB CLASSE C 15/21 - PARABRISA VERDE C/SUP P/SENSOR UMID C/ENCAPS;Analisar;Analisar;2056707400/A2056706101/2056708900;FW4365
2132092017;213209;2017;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VIGIA;5385BGSSABZ;MB CLASSE C SEDAN 15/21 - VIGIA VERDE C/TERMICO C/ANT C/BRAKE LIGHT C/ENCAPS;Analisar;Analisar;2.056.704.500;Analisar
2132092016;213209;2016;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VIGIA;5385BGSSABZ;MB CLASSE C SEDAN 15/21 - VIGIA VERDE C/TERMICO C/ANT C/BRAKE LIGHT C/ENCAPS;Analisar;Analisar;2.056.704.500;Analisar
2132092015;213209;2015;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VIGIA;5385BGSSABZ;MB CLASSE C SEDAN 15/21 - VIGIA VERDE C/TERMICO C/ANT C/BRAKE LIGHT C/ENCAPS;Analisar;Analisar;2.056.704.500;Analisar
2132092017;213209;2017;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT DIAN DIR;5385RGSS4FD;MB CLASSE C 15/21 - VID PT DIANT DIR VERDE;Analisar;Analisar;2.057.250.110;49810TDR2
2132092016;213209;2016;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT DIAN DIR;5385RGSS4FD;MB CLASSE C 15/21 - VID PT DIANT DIR VERDE;Analisar;Analisar;2.057.250.110;49810TDR2
2132092015;213209;2015;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT DIAN DIR;5385RGSS4FD;MB CLASSE C 15/21 - VID PT DIANT DIR VERDE;Analisar;Analisar;2.057.250.110;49810TDR2
2132092017;213209;2017;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT DIAN ESQ;5385LGSS4FD;MB CLASSE C 15/21 - VID PT DIANT ESQ VERDE;Analisar;Analisar;2.057.250.010;49810TDR1
2132092016;213209;2016;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT DIAN ESQ;5385LGSS4FD;MB CLASSE C 15/21 - VID PT DIANT ESQ VERDE;Analisar;Analisar;2.057.250.010;49810TDR1
2132092015;213209;2015;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT DIAN ESQ;5385LGSS4FD;MB CLASSE C 15/21 - VID PT DIANT ESQ VERDE;Analisar;Analisar;2.057.250.010;49810TDR1
2132092017;213209;2017;MERCEDES-BENZ;C-180 CGI Estate Avant. 1.6 TB 16V Aut.;0;5385;Sim;;Não;;Sim;Estática;Não;Não;Vidros;VID LAT TRAS DIR;5385RGSS4RD;MB CLASSE C 15/21 - VID PT TRAS DIR VERDE;Analisar;Analisar;205.735.2400 / 205.735.0110;49810TDR4
